OTUID,Y11_Spring_1,Y11_Spring_2,Y11_Spring_3,Y11_Spring_4,Y11_Summer_1,Y11_Summer_2,Y11_Summer_3,Y11_Summer_4,Y2_Spring_1,Y2_Spring_2,Y2_Spring_3,Y2_Spring_4,Y2_Summer_1,Y2_Summer_2,Y2_Summer_3,Y2_Summer_4,Y5_Spring_1,Y5_Spring_2,Y5_Spring_3,Y5_Spring_4,Y5_Summer_1,Y5_Summer_2,Y5_Summer_3,Y5_Summer_4,Y8_Spring_1,Y8_Spring_2,Y8_Spring_3,Y8_Spring_4,Y8_Summer_1,Y8_Summer_2,Y8_Summer_3,Y8_Summer_4
ASV_2017,2,2,3,1,10,2,3,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,1,1,1,0,1,0,1,4,1,2
ASV_5033,1,0,1,1,7,1,1,1,0,4,0,0,2,0,1,0,0,0,2,1,2,1,2,1,1,0,1,0,3,5,2,1
ASV_785,1,0,3,0,0,0,0,0,6,1,6,3,5,0,0,1,6,1,0,0,1,0,1,0,1,1,0,0,1,1,2,1
ASV_4108,1,5,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,2,2,1,4,1,4,3,2,0,2,0,0,2,5,2
ASV_2270,2,4,3,2,0,1,0,1,0,0,0,0,1,0,1,0,3,1,2,5,0,0,3,2,0,3,2,1,0,2,2,1
ASV_3173,1,1,1,1,0,0,0,0,0,1,1,1,0,1,2,0,3,1,2,3,0,0,2,1,4,2,3,1,1,0,6,3
ASV_2416,1,1,2,0,0,1,0,3,3,4,5,3,2,2,2,0,1,0,2,0,3,3,1,1,0,0,1,0,0,0,0,1
ASV_852,1,0,0,1,0,0,1,0,16,5,2,4,3,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1
ASV_2191,1,4,5,4,0,0,2,1,1,0,0,0,0,0,1,0,2,2,1,2,1,0,0,1,6,0,2,0,2,0,2,2
ASV_6128,1,2,1,4,2,1,6,1,0,1,1,0,3,0,0,0,4,0,0,0,6,0,0,2,1,0,2,0,2,0,1,1
ASV_1238,2,1,0,1,0,0,0,1,2,0,4,2,4,1,1,0,5,2,0,3,1,1,1,0,4,0,0,1,1,1,2,1
ASV_1159,2,2,2,5,5,0,3,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,2,0,0,7,3,2
ASV_1356,1,3,0,1,1,3,3,2,0,1,0,0,0,2,1,0,2,0,2,2,2,0,0,1,3,4,1,3,1,0,1,2
ASV_2328,1,0,0,0,0,0,1,1,0,0,0,4,5,2,5,0,3,1,0,2,0,0,0,1,1,1,1,0,3,2,2,6
ASV_690,1,0,0,0,1,0,1,0,8,2,6,5,4,0,0,1,3,0,1,0,0,0,0,0,0,2,0,1,2,2,0,2
ASV_7338,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,6,3,0,3,3,1,0,4,13,0,0,0,0,0
ASV_6891,1,0,0,0,0,0,0,1,6,7,4,4,2,5,0,1,0,0,0,0,1,0,0,1,1,2,0,2,1,0,1,2
ASV_4375,1,0,0,0,0,0,0,0,0,0,7,1,0,0,1,1,7,2,4,2,1,3,1,0,3,5,0,3,0,0,0,0
ASV_1362,1,2,0,2,0,0,1,1,5,5,1,1,4,2,3,3,0,0,0,2,1,1,2,0,0,0,0,1,3,0,0,1
ASV_974,1,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,6,0,2,2,3,6,2,0,2,3,3,0,0,3,2,0
ASV_2202,1,1,2,3,0,2,3,0,5,8,3,0,0,1,0,0,0,2,1,2,0,1,0,3,0,2,0,0,0,0,1,1
ASV_1169,1,1,0,3,3,2,4,3,0,0,0,0,0,0,0,0,0,4,3,4,2,0,1,3,1,0,0,0,0,4,0,3
ASV_7416,1,1,0,2,1,2,1,2,3,1,0,1,3,4,0,1,1,0,0,1,3,1,1,5,0,2,0,0,2,2,1,0
ASV_4853,1,0,1,1,3,2,0,0,1,0,2,0,0,12,0,1,2,0,1,2,0,0,1,3,1,5,0,0,2,0,0,1
ASV_1955,1,0,0,0,0,2,0,0,3,4,3,3,0,2,1,3,0,5,2,1,1,1,3,0,2,2,0,3,0,0,0,0
ASV_1600,0,1,1,0,1,0,0,0,3,1,0,0,0,2,0,0,1,3,0,3,0,6,0,2,11,2,0,4,0,0,1,0
ASV_5347,0,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,1,2,0,1,0,3,3,6,2,2,3,3,0
ASV_3803,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,2,0,2,1,1,2,2,1,4,4,1,1,2,3,3,5
ASV_6395,0,4,3,5,0,1,2,4,1,1,5,1,0,0,6,0,0,1,0,0,0,0,0,0,1,3,0,0,2,1,1,0
ASV_7624,0,4,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,3,16,0,0,0,3,2
ASV_1703,0,2,4,5,0,5,7,3,0,1,1,1,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0
ASV_2262,0,3,0,1,2,1,1,0,1,0,7,2,0,1,0,0,4,2,1,1,2,1,0,3,1,1,0,0,0,2,3,2
ASV_7527,0,2,6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,5,2,0,5,4,0,2,1,4
ASV_2255,0,2,2,0,1,1,0,6,0,0,0,1,0,2,5,0,1,0,0,0,0,3,1,7,0,0,0,0,1,3,2,4
ASV_2558,0,1,3,1,0,0,0,0,0,0,0,1,1,0,1,0,2,12,2,2,3,0,0,1,0,1,0,0,4,0,2,5
ASV_5493,0,2,4,0,0,0,1,1,8,2,3,0,1,0,0,0,1,1,0,1,0,1,0,0,7,2,0,6,0,1,0,0
ASV_1093,0,1,2,0,0,0,1,0,4,1,1,3,5,2,0,5,1,1,1,0,1,3,1,0,2,3,2,0,0,0,0,2
ASV_3623,0,2,3,0,0,0,0,0,4,0,2,12,0,0,2,0,0,1,0,2,0,1,0,1,3,2,3,3,1,0,0,0
ASV_4035,0,1,2,0,0,0,1,0,4,3,1,3,0,1,2,7,0,1,1,2,1,1,4,0,0,2,4,0,1,0,0,0
ASV_1546,0,1,3,0,4,1,5,1,0,0,0,0,1,0,0,0,4,0,4,1,2,0,0,4,1,0,0,2,3,1,0,4
ASV_1389,0,3,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,5,2,7,0,3,0,1,2,0,1,6,1,1,1,3
ASV_3208,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,4,1,1,8,0,6,1,0,0,2,10,1,0,1,1,0
ASV_4249,0,1,0,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,3,1,8,4,2,4,1,0,1,7
ASV_6370,0,1,2,0,1,2,0,0,4,3,8,5,3,2,2,1,0,0,0,2,1,0,1,0,1,0,0,0,0,1,1,1
ASV_1395,0,2,2,2,0,0,1,1,0,3,0,0,5,5,5,5,0,0,1,0,0,1,2,1,0,0,1,0,2,0,0,3
ASV_3554,0,1,3,0,3,0,1,1,1,3,0,4,1,5,2,3,0,0,1,0,0,0,1,5,0,1,0,1,0,1,1,3
ASV_1690,0,1,0,1,1,3,0,1,0,0,1,0,0,0,0,0,0,4,2,2,0,5,0,5,3,1,0,5,1,2,2,2
ASV_6870,0,1,0,0,0,0,1,0,9,7,7,3,1,1,1,0,0,0,1,0,0,0,1,0,4,0,0,2,3,0,0,0
ASV_1090,0,1,3,2,0,2,0,3,2,0,1,1,0,0,5,4,3,0,1,2,1,0,5,0,1,1,0,0,4,0,0,0
ASV_6706,0,1,3,3,1,0,0,1,1,1,1,0,0,0,4,0,3,3,2,2,1,0,0,5,1,1,1,2,0,2,1,2
ASV_7666,0,2,1,2,2,1,4,1,0,1,0,0,0,0,2,1,3,2,1,0,4,0,1,5,0,1,0,1,1,0,4,2
ASV_8729,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,11,0,0,1,1,1,1,1,1,5,3,1,2
ASV_7841,0,1,6,5,0,2,0,1,1,0,0,1,0,0,0,0,1,3,1,2,2,1,1,2,2,4,2,0,2,2,0,0
ASV_2949,0,1,0,0,0,0,0,1,0,0,28,3,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,2,0,0,1
ASV_7002,0,2,1,1,0,0,1,0,12,6,4,5,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,2,1,0,0,1
ASV_4930,0,0,5,0,0,0,0,1,3,10,7,6,1,1,1,2,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0
ASV_2301,0,0,2,0,4,0,3,1,0,0,0,0,1,0,6,0,1,4,0,1,1,5,3,3,1,0,1,0,2,0,3,0
ASV_3311,0,0,1,1,0,0,0,0,12,5,9,1,2,6,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1741,0,0,1,1,3,2,0,0,1,1,3,2,0,0,3,0,0,1,0,4,0,1,1,1,5,0,2,3,1,2,2,2
ASV_5043,0,0,3,0,0,0,0,1,0,0,3,1,0,1,0,0,4,0,4,6,2,0,5,1,4,5,0,2,0,0,0,0
ASV_1013,0,0,4,1,4,0,1,0,0,0,2,0,0,0,0,0,1,2,2,2,0,0,1,2,4,0,9,2,1,2,0,2
ASV_1114,0,0,1,0,0,0,0,0,1,1,2,0,1,7,2,1,1,0,0,1,0,0,1,3,2,2,0,5,2,5,2,2
ASV_4324,0,0,1,0,0,0,0,0,26,9,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ASV_1905,0,0,1,0,0,4,1,0,4,0,1,7,3,0,1,3,6,0,0,0,1,0,2,1,4,2,1,0,0,0,0,0
ASV_4298,0,0,2,0,0,0,0,1,18,7,4,4,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0
ASV_8354,0,0,1,0,0,0,1,2,1,1,1,10,0,0,13,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1106,0,0,1,0,0,1,0,0,8,14,4,3,1,3,0,0,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0
ASV_1293,0,0,1,0,0,0,0,0,7,6,8,2,4,3,0,2,1,1,1,0,0,1,0,1,2,0,1,1,0,0,0,0
ASV_1449,0,0,0,2,0,1,4,0,2,0,3,1,2,6,6,2,1,0,0,1,1,1,0,0,2,1,1,2,2,1,0,0
ASV_5642,0,0,0,8,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,3,13,5,7,0,0,0,0
ASV_3332,0,0,0,1,1,1,0,1,1,0,3,0,2,0,0,1,4,0,2,8,3,2,0,1,1,2,2,0,1,2,1,2
ASV_1969,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,1,1,2,31,0,0,0,0,0
ASV_4983,0,0,0,0,0,1,0,0,11,5,2,3,0,0,1,3,5,0,3,0,0,0,3,0,1,2,2,0,0,0,0,0
ASV_8499,0,0,0,0,0,3,1,0,11,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,9,2,4,3,1
ASV_5031,0,0,0,0,0,2,0,1,2,3,5,10,0,4,6,2,1,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0
ASV_4996,0,0,0,0,0,1,0,1,2,2,3,6,7,2,4,6,0,0,1,0,0,2,2,0,2,0,0,0,0,1,0,0
ASV_5852,0,0,0,0,0,0,1,0,9,0,1,1,3,1,6,8,2,0,0,0,0,0,0,0,2,2,2,2,0,2,0,0
ASV_2626,0,0,0,0,0,0,1,0,3,2,8,2,4,16,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5015,0,0,0,0,0,0,1,0,7,6,8,8,0,2,0,2,0,0,1,0,0,0,1,0,4,1,0,0,0,0,1,0
ASV_8546,0,0,0,0,0,0,1,1,3,6,3,2,1,0,5,1,3,3,0,2,0,1,0,1,3,0,1,4,1,0,0,0
ASV_2659,0,0,0,0,0,0,0,1,2,1,1,10,2,3,1,8,3,0,2,0,0,1,1,0,0,0,5,0,1,0,0,0
ASV_828,0,0,0,0,0,0,0,1,3,0,1,24,0,3,1,1,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,1
ASV_1610,0,0,0,0,0,0,0,0,22,8,1,2,2,0,0,3,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
ASV_4290,0,0,0,0,0,0,0,0,11,9,9,0,2,2,5,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
ASV_673,0,0,0,0,0,0,0,0,13,8,3,3,3,0,2,5,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0
ASV_8540,0,0,0,0,0,0,0,0,5,0,14,3,0,0,0,0,1,2,3,5,0,0,0,8,0,0,1,0,0,0,0,0
ASV_1764,0,0,0,0,0,0,0,0,23,3,1,2,4,0,1,3,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0
ASV_4960,0,0,0,0,0,0,0,0,6,6,7,0,11,1,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_5842,0,0,0,0,0,0,0,0,9,12,5,2,1,0,1,2,0,1,1,0,1,1,0,0,1,1,0,4,0,0,0,0
ASV_6879,0,0,0,0,0,0,0,0,8,6,0,2,9,1,5,7,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
ASV_1151,4,2,1,0,0,0,0,2,0,0,0,5,0,9,0,1,4,1,2,0,2,0,4,3,0,0,1,0,0,0,0,0
ASV_2110,2,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,1,0,5,16,0,0,2,1,0,1,0
ASV_855,4,3,7,0,0,0,2,0,0,0,0,1,0,0,0,0,3,3,0,1,3,2,0,3,2,3,1,2,1,0,0,0
ASV_2226,7,2,2,4,1,2,1,3,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0,1,3,6,1,0,0,1
ASV_5548,1,0,1,2,9,0,0,0,0,0,2,0,0,0,3,1,3,2,2,1,1,0,1,0,2,2,0,2,0,2,3,1
ASV_2479,5,6,0,4,2,1,0,1,0,0,0,0,0,0,0,0,4,1,1,3,1,0,0,1,9,0,0,0,1,0,0,1
ASV_2378,3,2,0,1,0,0,3,1,1,0,2,0,0,1,0,1,0,0,0,2,0,0,1,1,3,0,2,15,0,2,0,0
ASV_4201,1,0,2,7,1,0,0,0,0,0,0,1,0,0,0,0,2,3,2,1,1,3,0,1,1,2,1,4,0,2,4,2
ASV_3846,2,7,5,6,0,0,1,0,5,0,0,0,0,1,1,0,3,1,0,1,1,0,0,0,3,2,0,2,0,0,0,0
ASV_2394,5,6,2,5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,0,0,1,1,3,1,0,5,1,1,0,0
ASV_1176,1,2,0,1,0,2,0,2,0,0,3,1,0,0,1,0,4,1,1,5,1,2,1,1,3,3,0,3,0,2,1,0
ASV_3970,7,4,3,2,0,2,0,1,1,0,0,0,0,0,0,0,5,1,1,3,0,0,0,0,5,1,1,0,1,0,0,3
ASV_7859,3,0,3,3,0,2,5,5,0,0,3,3,0,0,0,0,1,0,3,1,1,0,1,1,1,2,0,1,0,1,1,0
ASV_5346,3,2,3,2,0,3,2,4,0,0,0,0,0,0,0,4,6,1,1,0,0,0,1,1,2,0,1,1,1,1,1,1
ASV_1858,2,2,1,2,1,1,1,3,3,2,3,0,0,0,0,0,2,1,0,3,0,1,0,0,3,3,2,4,1,0,0,0
ASV_1497,5,0,2,2,1,0,3,1,0,2,2,1,0,0,2,1,2,0,1,0,1,0,2,1,1,0,0,3,2,2,3,1
ASV_5355,7,9,1,3,3,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,2,1,1,0,0,2
ASV_1619,1,0,1,0,0,0,0,2,0,0,1,11,1,4,0,1,5,1,6,0,4,0,2,1,0,0,0,0,0,0,0,0
ASV_3490,4,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,3,1,0,2,2,0,1,1,3,1,2,4,5,2,1,3
ASV_6381,3,7,0,3,1,6,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,2,7,1,0,0,0
ASV_1519,2,0,1,0,0,0,0,2,13,2,1,1,0,2,3,1,1,1,1,1,0,3,1,0,2,0,0,1,1,0,1,0
ASV_7505,4,4,1,3,1,2,0,1,4,1,5,0,1,0,0,0,1,0,1,2,2,0,1,1,3,0,0,1,1,0,1,0
ASV_1838,6,3,3,2,7,5,1,0,1,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,1,0,0,1,1,1,2,0
ASV_2747,4,2,3,1,2,1,0,4,0,0,0,0,0,0,0,0,2,0,3,3,2,2,1,3,2,1,0,0,1,2,2,0
ASV_5674,4,4,0,5,1,1,0,1,1,2,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,4,0,1,11,1
ASV_2753,4,1,0,0,0,1,0,0,2,1,10,0,1,1,0,1,2,0,3,2,1,0,4,0,1,4,0,0,0,2,0,0
ASV_5099,3,1,3,3,0,0,2,1,1,0,0,1,0,0,0,0,3,0,1,1,1,2,2,0,8,0,0,3,1,1,0,3
ASV_4352,2,0,0,0,0,0,0,0,11,3,10,4,2,2,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
ASV_1097,1,0,1,3,3,1,3,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,4,4,2,1,5,2,2,2
ASV_8200,1,1,2,3,1,9,3,3,0,0,0,0,0,0,0,0,3,0,2,3,0,0,1,2,1,0,4,1,0,1,0,0
ASV_803,2,1,0,2,0,0,0,0,1,2,3,8,1,1,1,0,2,1,1,3,1,1,3,1,3,0,0,1,1,1,0,0
ASV_4072,2,1,4,2,1,0,0,1,2,0,0,0,0,0,0,1,1,5,0,3,1,4,1,1,2,0,1,5,2,1,0,0
ASV_1247,2,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8,0,5,1,2,0,2,2,1,1,6,1,0,1,1
ASV_1074,4,7,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,5,2,1,1,0,3,1,1
ASV_1674,1,1,1,1,1,0,2,6,1,1,0,0,0,6,0,1,0,0,0,0,0,1,1,0,0,0,0,1,4,6,2,4
ASV_4009,5,5,2,1,2,1,0,0,0,0,0,0,3,0,0,0,1,1,2,3,1,0,0,0,2,1,2,2,3,0,3,1
ASV_4593,2,1,3,2,2,2,2,0,1,0,0,0,0,0,0,0,4,0,2,1,3,0,4,1,1,1,2,0,2,3,1,1
ASV_6064,6,12,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,4,2,1,0,1,0,1,0,0
ASV_3959,3,0,2,1,0,0,3,1,2,1,3,3,1,3,3,1,0,2,0,1,0,0,1,2,0,0,0,4,2,1,0,1
ASV_919,1,0,1,3,0,3,0,1,0,0,0,8,0,3,2,4,4,4,0,1,2,0,2,0,1,0,0,0,0,1,0,0
ASV_5107,3,2,0,4,1,1,0,0,0,0,4,0,0,0,0,1,0,4,1,2,3,0,0,2,3,5,0,1,1,0,0,3
ASV_4639,1,4,0,0,1,0,1,0,4,2,3,2,0,0,2,3,0,4,0,3,0,3,0,3,3,0,0,0,1,1,0,0
ASV_1997,2,1,2,1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,7,2,2,0,1,0,5,1,0,1,2,1,1
ASV_1502,4,1,2,1,0,0,0,3,3,1,3,5,5,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,3,1,2,0
ASV_3509,1,5,0,1,0,1,0,0,2,2,6,1,2,4,4,0,1,0,1,0,0,0,2,2,3,2,0,0,0,0,0,1
ASV_7775,2,1,3,2,1,2,2,1,5,3,1,0,1,0,0,1,1,0,2,2,0,0,0,2,4,2,0,2,0,0,1,0
ASV_1656,2,1,2,1,4,0,0,1,0,0,1,0,0,0,0,0,5,2,7,3,0,2,1,1,2,1,1,0,0,1,1,2
ASV_4985,2,0,1,0,0,0,0,1,5,4,6,1,2,3,0,0,1,1,4,3,0,0,0,2,2,0,1,1,1,0,0,0
ASV_7284,3,3,2,2,4,1,1,0,0,0,2,1,0,0,1,0,1,1,5,4,0,0,0,1,2,3,1,0,0,0,1,2
ASV_1626,6,2,6,9,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,4,2,3,1,0,0,0,0
ASV_1981,3,1,0,4,6,0,3,1,0,0,0,0,0,0,0,0,1,1,3,2,4,1,1,1,0,1,2,0,0,2,2,2
ASV_2685,1,1,0,0,0,0,0,0,15,3,7,7,1,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV_4744,1,0,3,1,1,0,0,1,0,0,0,0,3,0,0,0,3,0,3,2,5,2,2,0,0,1,1,4,0,2,5,1
ASV_1342,1,0,4,0,1,1,1,1,0,0,1,0,0,1,0,0,9,0,2,6,2,1,0,2,3,2,2,0,1,0,0,0
ASV_2236,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,4,0,1,1,0,3,2,5,0,0,1,0,4
ASV_6103,4,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,3,0,1,1,0,2,3,2,5,0,2,1,7,1,2,0
ASV_1392,1,2,4,3,1,1,3,2,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,2,3,1,1,1,1,0,6,2
ASV_1230,1,4,4,1,5,1,4,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,1,0,0,3,0,2,3,3,1
ASV_1369,2,0,0,0,0,0,0,2,1,2,1,6,0,0,1,1,7,2,6,2,2,0,1,2,0,3,0,0,0,0,0,0
ASV_4468,4,0,3,0,0,2,1,0,5,1,4,1,1,1,0,2,2,2,0,3,0,0,0,0,1,4,1,0,2,1,0,0
ASV_1795,4,1,3,0,1,3,1,4,0,1,1,0,1,0,1,0,1,0,2,1,2,0,0,1,4,1,0,2,4,0,1,1
ASV_6084,2,0,5,6,1,1,1,1,0,0,2,0,0,0,0,0,2,0,3,3,0,0,0,4,4,0,2,1,1,1,0,1
ASV_5216,2,1,1,3,2,2,0,1,0,1,1,2,2,3,0,1,1,0,1,1,0,0,4,1,2,1,0,1,1,0,1,5
ASV_2073,2,6,1,2,7,3,2,1,0,0,0,0,0,0,0,0,1,3,1,2,0,1,0,0,0,2,0,1,0,2,3,1
ASV_1492,1,5,3,2,0,4,0,1,0,0,1,0,0,0,1,1,4,3,0,1,0,1,3,0,7,0,0,1,0,1,0,1
ASV_2000,1,4,1,1,1,0,0,1,1,0,0,0,2,3,3,0,0,2,1,2,2,2,1,3,1,1,1,2,2,1,2,0
ASV_5379,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,11,1,4,3,1,1,0,0,0,0,11,0,1,1,0,0
ASV_6113,1,1,2,0,1,0,0,1,0,0,0,0,2,0,0,0,4,0,1,5,0,2,1,7,2,0,5,2,0,1,2,1
ASV_5775,1,4,1,0,0,1,0,1,1,1,1,1,0,1,0,1,2,1,4,0,4,1,1,0,1,3,1,7,0,1,1,0
ASV_1496,3,3,3,4,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,4,1,2,3,0,1,1
ASV_6120,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,6,2,4,2,0,0,4,0,0,2,1,1,1,3,6,1
ASV_1286,1,0,3,0,1,1,1,0,0,0,10,0,0,0,0,0,0,0,9,1,0,0,1,0,0,1,2,6,2,1,0,1
ASV_1647,1,2,9,0,0,4,3,4,0,0,1,0,0,0,3,1,0,1,2,1,0,2,2,0,1,0,0,0,3,1,0,0
ASV_4769,1,0,4,8,0,0,0,0,0,0,1,0,0,0,0,0,3,0,5,4,2,0,0,0,0,8,1,2,1,1,0,0
ASV_7340,4,6,2,2,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,2,1,3,2,3,2,0,2,1
ASV_689,3,6,1,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,3,2,1,6,2,1
ASV_8240,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,1,4,1,5,0,3,4,2,0
ASV_7930,2,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,6,1,1,0,2,2,2,0,2,1,1,2,3,5,3,0
ASV_4202,1,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,15,1,1,1,0,0,5,3,0,0,0,2,1,0,3
ASV_1242,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,5,2,0,0,0,1,2,1,0,2,4,4,5
ASV_6580,1,2,2,1,0,2,0,0,2,1,4,2,0,0,0,0,5,1,2,3,1,3,0,3,1,2,1,1,0,0,1,0
ASV_6361,1,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,2,5,1,2,3,3,1,1,1,0,1,0,4,2,4,0
ASV_1769,3,0,1,0,0,0,0,0,12,1,5,6,0,0,0,1,1,2,0,0,0,1,0,1,1,2,0,3,1,0,0,0
ASV_3465,2,3,4,1,3,1,2,3,0,0,2,1,0,0,0,0,1,1,0,0,3,2,1,3,2,0,1,0,0,1,2,2
ASV_1735,1,0,1,1,0,0,0,1,3,4,8,0,4,3,0,3,0,0,0,1,0,0,1,1,4,1,0,1,1,1,1,0
ASV_5279,3,2,0,0,0,0,0,2,1,0,2,10,2,0,0,6,1,1,3,0,2,1,2,1,1,0,1,0,0,0,0,0
ASV_2736,1,2,3,3,3,1,0,3,1,0,2,0,0,0,0,0,1,3,0,2,1,2,0,1,0,1,1,1,0,3,3,3
ASV_4898,1,0,2,1,1,1,0,1,0,0,12,2,1,2,1,1,3,1,0,1,1,0,0,2,0,0,5,0,0,1,0,1
ASV_5385,0,1,0,1,1,3,0,1,0,2,3,1,1,0,2,2,0,0,1,0,1,5,2,1,2,0,2,2,0,3,4,0
ASV_1178,0,2,1,0,0,2,1,0,16,3,3,0,5,1,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0
ASV_8682,0,2,2,0,1,2,1,0,1,0,0,0,0,2,0,1,4,2,0,7,3,4,0,5,0,0,2,0,1,0,0,1
ASV_8262,0,3,0,1,2,0,0,2,0,0,0,1,4,3,10,1,1,1,2,3,0,0,0,1,4,0,1,0,1,0,0,0
ASV_1103,0,1,1,0,1,1,0,1,11,14,3,2,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
ASV_3149,0,3,1,1,0,0,1,0,0,0,0,0,1,0,2,0,5,0,1,4,1,4,1,2,4,2,1,2,0,1,2,2
ASV_6327,0,5,2,1,1,0,0,1,2,2,2,0,0,3,1,0,2,1,1,1,1,1,1,1,3,1,0,2,1,2,2,1
ASV_4803,0,2,3,1,1,2,0,0,6,6,2,3,1,4,0,0,0,1,1,1,0,0,0,0,3,1,1,2,0,0,0,0
ASV_2952,0,1,0,0,0,0,0,0,0,0,9,3,3,4,7,1,7,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0
ASV_6353,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,2,3,0,0,2,5,3,4,3,0,0,0,0,4,4,3,1
ASV_4034,0,1,0,0,0,2,0,0,0,8,1,5,3,0,0,5,0,0,1,2,0,1,2,1,0,4,3,1,1,0,0,0
ASV_3758,0,1,0,1,1,0,0,0,5,3,4,1,3,2,1,2,3,1,2,2,0,0,1,1,2,2,1,0,1,1,0,0
ASV_2051,0,1,1,1,1,1,3,1,0,0,4,0,5,4,5,3,2,1,1,1,0,1,0,2,0,0,0,0,1,1,0,1
ASV_6960,0,1,1,3,2,2,1,0,4,0,0,0,1,0,1,0,0,2,2,3,2,1,1,0,1,0,2,2,3,1,2,3
